Kreis; Gemeindeschluessel; Gemeindename; Gemarkungsschluessel; Gemarkungsname; Aktualitaet
Landkreis Görlitz; 14626160; Hähnichen; 6432; Spree Flur 11; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6446; Trebus Flur 1; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6447; Trebus Flur 2; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6448; Trebus Flur 3; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6449; Trebus Flur 4; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6450; Trebus Flur 5; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6451; Trebus Flur 6; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6452; Trebus Flur 7; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6453; Trebus Flur 8; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6454; Trebus Flur 9; aktuell
Landkreis Görlitz; 14626160; Hähnichen; 6455; Trebus Flur 10; aktuell
Landkreis Görlitz; 14626170; Hainewalde; 8707; Hainewalde; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6211; Gebelzig Flur 1; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6212; Gebelzig Flur 2; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6213; Groß-Radisch Flur 1; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6459; Weigersdorf Flur 1; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6460; Weigersdorf Flur 2; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6461; Weigersdorf Flur 3; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6462; Weigersdorf Flur 4; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6463; Weigersdorf Flur 5; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6464; Weigersdorf Flur 6; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6465; Weigersdorf Flur 7; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6466; Weigersdorf Flur 8; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6467; Weigersdorf Flur 9; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6468; Weigersdorf Flur 10; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6469; Weigersdorf Flur 11; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6470; Weigersdorf Flur 12; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6471; Weigersdorf Flur 13; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6472; Weigersdorf Flur 14; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6473; Weigersdorf Flur 15; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6474; Weigersdorf Flur 16; aktuell
Landkreis Görlitz; 14626190; Hohendubrau; 6475; Weigersdorf Flur 17; aktuell
Landkreis Görlitz; 14626200; Horka; 6201; Biehain Flur 1; aktuell
Landkreis Görlitz; 14626200; Horka; 6202; Biehain Flur 2; aktuell
Landkreis Görlitz; 14626200; Horka; 6203; Biehain Flur 3; aktuell
Landkreis Görlitz; 14626200; Horka; 6204; Biehain Flur 4; aktuell
Landkreis Görlitz; 14626200; Horka; 6205; Biehain Flur 5; aktuell
Landkreis Görlitz; 14626200; Horka; 6206; Biehain Flur 6; aktuell
Landkreis Görlitz; 14626200; Horka; 6220; Horka Flur 2; aktuell
Landkreis Görlitz; 14626200; Horka; 6221; Horka Flur 3; aktuell
Landkreis Görlitz; 14626200; Horka; 6222; Horka Flur 4; aktuell
Landkreis Görlitz; 14626200; Horka; 6223; Horka Flur 5; aktuell
Landkreis Görlitz; 14626200; Horka; 6224; Horka Flur 6; aktuell
Landkreis Görlitz; 14626200; Horka; 6225; Horka Flur 7; aktuell
Landkreis Görlitz; 14626200; Horka; 6226; Horka Flur 8; aktuell
Landkreis Görlitz; 14626200; Horka; 6227; Horka Flur 9; aktuell
Landkreis Görlitz; 14626200; Horka; 6228; Horka Flur 10; aktuell
Landkreis Görlitz; 14626200; Horka; 6229; Horka Flur 11; aktuell
Landkreis Görlitz; 14626200; Horka; 6230; Horka Flur 12; aktuell
Landkreis Görlitz; 14626200; Horka; 6231; Horka Flur 13; aktuell
Landkreis Görlitz; 14626200; Horka; 6232; Horka Flur 14; aktuell
Landkreis Görlitz; 14626200; Horka; 6233; Horka Flur 16; aktuell
Landkreis Görlitz; 14626200; Horka; 6234; Horka Flur 17; aktuell
Landkreis Görlitz; 14626200; Horka; 6235; Horka Flur 18; aktuell
Landkreis Görlitz; 14626200; Horka; 6345; Mückenhain Flur 1; aktuell
Landkreis Görlitz; 14626200; Horka; 6346; Mückenhain Flur 2; aktuell
Landkreis Görlitz; 14626200; Horka; 6347; Mückenhain Flur 3; aktuell
Landkreis Görlitz; 14626210; Jonsdorf; 8713; Jonsdorf; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6273; Kodersdorf Flur 1; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6274; Kodersdorf Flur 2; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6275; Kodersdorf Flur 3; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6276; Kodersdorf Flur 4; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6277; Kodersdorf Flur 5; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6278; Kodersdorf Flur 6; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6279; Kodersdorf Flur 7; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6280; Kodersdorf Flur 8; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6281; Kodersdorf Flur 9; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6282; Kodersdorf Flur 10; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6283; Kodersdorf Flur 11; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6284; Kodersdorf Flur 12; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6285; Kodersdorf Flur 13; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6286; Kodersdorf Flur 15; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6287; Kodersdorf Flur 16; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6288; Kodersdorf Flur 17; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6289; Kodersdorf Flur 18; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6290; Kodersdorf Flur 19; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6291; Kodersdorf Flur 20; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6292; Kodersdorf Flur 21; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6293; Kodersdorf Flur 22; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6294; Kodersdorf Flur 23; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6295; Kodersdorf Flur 24; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6296; Kodersdorf Flur 25; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6297; Kodersdorf Flur 26; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6418; Särichen Flur 1; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6419; Särichen Flur 2; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6420; Särichen Flur 3; aktuell
Landkreis Görlitz; 14626230; Kodersdorf; 6421; Särichen Flur 4; aktuell
Landkreis Görlitz; 14626240; Königshain; 4094; Königshain Flur 1; aktuell
Landkreis Görlitz; 14626240; Königshain; 4095; Königshain Flur 2; aktuell
Landkreis Görlitz; 14626240; Königshain; 4096; Königshain Flur 3; aktuell
Landkreis Görlitz; 14626240; Königshain; 4097; Königshain Flur 4; aktuell
Landkreis Görlitz; 14626240; Königshain; 4098; Königshain Flur 5; aktuell
Landkreis Görlitz; 14626240; Königshain; 4099; Königshain Flur 6; aktuell
Landkreis Görlitz; 14626240; Königshain; 4100; Königshain Flur 7; aktuell
Landkreis Görlitz; 14626240; Königshain; 4101; Königshain Flur 8; aktuell
Landkreis Görlitz; 14626240; Königshain; 4102; Königshain Flur 9; aktuell
Landkreis Görlitz; 14626240; Königshain; 4103; Königshain Flur 10; aktuell
Landkreis Görlitz; 14626240; Königshain; 4104; Königshain Flur 11; aktuell
Landkreis Görlitz; 14626240; Königshain; 4105; Königshain Flur 12; aktuell
Landkreis Görlitz; 14626240; Königshain; 4106; Königshain Flur 13; aktuell
Landkreis Görlitz; 14626240; Königshain; 4107; Königshain Flur 14; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5713; Eibau; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5735; Kottmarsdorf; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5743; Neueibau; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5746; Niedercunnersdorf; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5747; Obercunnersdorf; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5750; Niederottenhain; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5751; Oberottenhain; aktuell
Landkreis Görlitz; 14626245; Kottmar; 5761; Walddorf; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8242; Klein Priebus Flur 1; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8243; Klein Priebus Flur 2; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8244; Klein Priebus Flur 3; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8245; Klein Priebus Flur 4; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8246; Klein Priebus Flur 5; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8247; Klein Priebus Flur 6; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8248; Klein Priebus Flur 7; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8249; Klein Priebus Flur 8; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8250; Klein Priebus Flur 9; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8251; Klein Priebus Flur 10; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8252; Krauschwitz Flur 1; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8253; Krauschwitz Flur 2; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8254; Krauschwitz Flur 3; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8255; Krauschwitz Flur 4; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8256; Krauschwitz Flur 5; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8257; Krauschwitz Flur 6; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8258; Krauschwitz Flur 7; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8259; Krauschwitz Flur 8; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8260; Krauschwitz Flur 9; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8261; Krauschwitz Flur 10; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8262; Krauschwitz Flur 11; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8263; Krauschwitz Flur 12; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8264; Krauschwitz Flur 13; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8318; Pechern Flur 1; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8319; Pechern Flur 2; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8320; Pechern Flur 3; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8321; Pechern Flur 4; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8322; Pechern Flur 5; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8323; Pechern Flur 6; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8324; Pechern Flur 7; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8325; Pechern Flur 8; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8361; Sagar Flur 1; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8362; Sagar Flur 2; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8363; Sagar Flur 3; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8364; Sagar Flur 4; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8365; Sagar Flur 5; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8366; Sagar Flur 6; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8367; Sagar Flur 7; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8368; Sagar Flur 8; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8369; Sagar Flur 9; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8386; Skerbersdorf Flur 1; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8387; Skerbersdorf Flur 2; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8388; Skerbersdorf Flur 3; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8389; Skerbersdorf Flur 4; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8390; Skerbersdorf Flur 5; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8391; Skerbersdorf Flur 6; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8392; Skerbersdorf Flur 7; aktuell
Landkreis Görlitz; 14626250; Krauschwitz; 8393; Skerbersdorf Flur 8; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6306; Kreba-Neudorf Flur 1; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6307; Kreba-Neudorf Flur 2; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6308; Kreba-Neudorf Flur 3; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6309; Kreba-Neudorf Flur 4; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6310; Kreba-Neudorf Flur 5; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6311; Kreba-Neudorf Flur 6; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6312; Kreba-Neudorf Flur 7; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6313; Kreba-Neudorf Flur 8; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6314; Kreba-Neudorf Flur 9; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6315; Kreba-Neudorf Flur 10; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6316; Kreba-Neudorf Flur 11; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6317; Kreba-Neudorf Flur 12; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6318; Kreba-Neudorf Flur 13; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6319; Kreba-Neudorf Flur 14; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6320; Kreba-Neudorf Flur 17; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6321; Kreba-Neudorf Flur 21; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6322; Kreba-Neudorf Flur 22; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6323; Kreba-Neudorf Flur 23; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6324; Kreba-Neudorf Flur 24; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6325; Kreba-Neudorf Flur 25; aktuell
Landkreis Görlitz; 14626260; Kreba-Neudorf; 6326; Kreba-Neudorf Flur 26; aktuell
Landkreis Görlitz; 14626270; Lawalde; 5733; Kleindehsa; aktuell
Landkreis Görlitz; 14626270; Lawalde; 5736; Lauba; aktuell
Landkreis Görlitz; 14626270; Lawalde; 5739; Lawalde; aktuell
Landkreis Görlitz; 14626280; Leutersdorf; 8714; Josephsdorf; aktuell
Landkreis Görlitz; 14626280; Leutersdorf; 8715; Mittelleutersdorf; aktuell
Landkreis Görlitz; 14626280; Leutersdorf; 8716; Neuleutersdorf; aktuell
Landkreis Görlitz; 14626280; Leutersdorf; 8717; Niederleutersdorf; aktuell
Landkreis Görlitz; 14626280; Leutersdorf; 8718; Oberleutersdorf; aktuell
Landkreis Görlitz; 14626280; Leutersdorf; 8730; Spitzkunnersdorf; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4037; Deutsch Paulsdorf Flur 1; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4038; Deutsch Paulsdorf Flur 2; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4049; Friedersdorf Flur 1; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4050; Friedersdorf Flur 2; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4051; Friedersdorf Flur 3; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4052; Friedersdorf Flur 4; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4053; Friedersdorf Flur 5; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4054; Friedersdorf Flur 6; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4055; Friedersdorf Flur 7; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4056; Gersdorf Flur 1; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4057; Gersdorf Flur 2; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4058; Gersdorf Flur 3; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4059; Gersdorf Flur 4; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4060; Gersdorf Flur 5; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4061; Gersdorf Flur 6; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4062; Gersdorf Flur 7; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4063; Gersdorf Flur 8; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4087; Jauernick-Buschbach Flur 1; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4088; Jauernick-Buschbach Flur 2; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4089; Jauernick-Buschbach Flur 3; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4090; Jauernick-Buschbach Flur 4; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4091; Jauernick-Buschbach Flur 5; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4092; Jauernick-Buschbach Flur 6; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4130; Markersdorf Flur 1; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4131; Markersdorf Flur 2; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4132; Markersdorf Flur 3; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4133; Markersdorf Flur 4; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4134; Markersdorf Flur 5; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4135; Markersdorf Flur 6; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4136; Markersdorf Flur 7; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4137; Markersdorf Flur 8; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4138; Markersdorf Flur 9; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4139; Markersdorf Flur 10; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4140; Markersdorf Flur 11; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4141; Markersdorf Flur 12; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4142; Markersdorf Flur 13; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4173; Pfaffendorf Flur 1; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4174; Pfaffendorf Flur 2; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4175; Pfaffendorf Flur 3; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4176; Pfaffendorf Flur 4; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4177; Pfaffendorf Flur 5; aktuell
Landkreis Görlitz; 14626300; Markersdorf; 4178; Pfaffendorf Flur 6; aktuell
Landkreis Görlitz; 14626310; Mittelherwigsdorf; 8703; Eckartsberg; aktuell
Landkreis Görlitz; 14626310; Mittelherwigsdorf; 8704; Radgendorf; aktuell
Landkreis Görlitz; 14626310; Mittelherwigsdorf; 8720; Mittelherwigsdorf; aktuell
Landkreis Görlitz; 14626310; Mittelherwigsdorf; 8721; Oberherwigsdorf; aktuell
Landkreis Görlitz; 14626310; Mittelherwigsdorf; 8723; Oberseifersdorf; aktuell
Landkreis Görlitz; 14626320; Mücka; 6208; Förstgen Flur 1; aktuell
Landkreis Görlitz; 14626320; Mücka; 6209; Förstgen Flur 2; aktuell
Landkreis Görlitz; 14626320; Mücka; 6210; Förstgen Flur 3; aktuell
Landkreis Görlitz; 14626320; Mücka; 6339; Mücka Flur 1; aktuell
Landkreis Görlitz; 14626320; Mücka; 6340; Mücka Flur 2; aktuell
Landkreis Görlitz; 14626320; Mücka; 6341; Mücka Flur 3; aktuell
Landkreis Görlitz; 14626320; Mücka; 6342; Mücka Flur 4; aktuell
Landkreis Görlitz; 14626320; Mücka; 6343; Mücka Flur 5; aktuell
Landkreis Görlitz; 14626320; Mücka; 6344; Mücka Flur 6; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4019; Deschka Flur 1; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4020; Deschka Flur 2; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4021; Deschka Flur 3; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4022; Deschka Flur 4; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4023; Deschka Flur 5; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4024; Deschka Flur 6; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4025; Deschka Flur 7; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4026; Deschka Flur 8; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4027; Deschka Flur 9; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4028; Deschka Flur 10; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4029; Deschka Flur 11; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4030; Deschka Flur 12; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4072; Groß-Krauscha Flur 1; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4073; Groß-Krauscha Flur 2; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4074; Groß-Krauscha Flur 3; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4075; Groß-Krauscha Flur 4; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4076; Groß-Krauscha Flur 5; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4077; Groß-Krauscha Flur 6; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4078; Groß-Krauscha Flur 7; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4079; Groß-Krauscha Flur 8; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4185; Zodel Flur 1; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4186; Zodel Flur 2; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4187; Zodel Flur 3; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4188; Zodel Flur 4; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4189; Zodel Flur 5; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 4190; Zodel Flur 6; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 6241; Kaltwasser Flur 1; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 6242; Kaltwasser Flur 2; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 6243; Kaltwasser Flur 3; aktuell
Landkreis Görlitz; 14626330; Neißeaue; 6244; Kaltwasser Flur 4; aktuell
Landkreis Görlitz; 14626390; Oderwitz; 5748; Oberoderwitz; aktuell
Landkreis Görlitz; 14626390; Oderwitz; 8722; Niederoderwitz; aktuell
Landkreis Görlitz; 14626400; Olbersdorf; 8724; Olbersdorf; aktuell
Landkreis Görlitz; 14626410; Oppach; 5749; Oppach; aktuell
Landkreis Görlitz; 14626430; Oybin; 8719; Lückendorf; aktuell
Landkreis Görlitz; 14626430; Oybin; 8725; Oybin; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6298; Kollm Flur 1; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6384; Petershain Flur 1; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6385; Petershain Flur 2; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6386; Petershain Flur 3; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6387; Petershain Flur 4; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6388; Petershain Flur 5; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6389; Petershain Flur 6; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6390; Petershain Flur 7; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6391; Petershain Flur 8; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6392; Petershain Flur 9; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6393; Petershain Flur 10; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6394; Petershain Flur 11; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6395; Petershain Flur 12; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6433; Sproitz Flur 1; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6434; Sproitz Flur 2; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6435; Sproitz Flur 3; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6436; Sproitz Flur 4; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6437; Sproitz Flur 5; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6438; Sproitz Flur 6; aktuell
Landkreis Görlitz; 14626440; Quitzdorf am See; 6439; Sproitz Flur 7; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8213; Daubitz Flur 1; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8214; Daubitz Flur 2; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8215; Daubitz Flur 3; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8216; Daubitz Flur 4; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8217; Daubitz Flur 5; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8218; Daubitz Flur 6; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8219; Daubitz Flur 7; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8220; Daubitz Flur 8; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8221; Daubitz Flur 9; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8222; Daubitz Flur 10; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8334; Rietschen Flur 1; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8335; Rietschen Flur 2; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8336; Rietschen Flur 3; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8337; Rietschen Flur 4; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8338; Rietschen Flur 5; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8339; Rietschen Flur 6; aktuell
Landkreis Görlitz; 14626460; Rietschen; 8340; Rietschen Flur 7; aktuell
